 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 46 653 16 1 ZTF_g 567452106015 0 1.9337 76.1564 4.12307 26.1512 2.7894e-06 0.0268965 -0.0373339 5.39396e-06 1447 30. 0.046291 0.040508 20.8502 26.1512 1 2458321.9521065 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 47 653 16 2 ZTF_g 567452106115 0 1.9529 72.4342 4.0625 26.068 3.0253e-06 0.029084 -0.0532018 5.91401e-06 1615 30. 0.048513 0.0385 20.7474 26.068 1 2458321.9521065 653120161 1 8.85625509526 20.292807 0.485470 1.046409 -52.68038855214 35.192707 -1.506994 1.108865 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 48 652 13 1 ZTF_g 567452564815 0 1.771 63.9512 4.29397 26.0586 3.4641e-06 0.0305802 -0.0217495 6.62467e-06 1551 30. 0.044077 0.054089 20.8598 26.0586 1 2458321.9525694 652120148 1 -12.92325650522 23.056738 -0.623489 0.903246 61.69970195743 39.679340 1.565431 1.205816 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 49 652 13 1 ZTF_r 567485994815 0 1.6565 290.291 5.9633 26.0207 1.9748e-06 0.0230714 0.0853653 3.72197e-06 1552 30. 0.043374 0.046299 20.4413 26.0207 1 2458321.9859954 652120248 1 7.8668325318 26.859219 0.325808 1.007292 -87.69802972411 48.756927 -1.810793 1.103937 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 50 653 16 2 ZTF_r 567486456115 0 1.63 248.034 5.96121 25.9892 1.9106e-06 0.0230374 0.0851744 3.72244e-06 1617 30. 0.045184 0.046287 20.4771 25.9892 1 2458321.9864583 653120261 1 35.80213919501 25.422409 1.566560 1.054059 -13.05409491965 44.971027 -0.292233 1.108567 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 51 653 16 1 ZTF_r 567486456015 0 1.6739 214.425 6.38311 26.0821 1.8675e-06 0.0219267 0.0916755 3.55876e-06 1443 30. 0.046735 0.04871 20.5431 26.0821 1 2458321.9864583 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 52 698 3 3 ZTF_g 568467481015 0 1.9062 90.6692 4.59964 26.237 2.3239e-06 0.0249765 -0.0364747 4.62889e-06 1494 30. 0.044749 0.036009 20.8242 26.237 1 2458322.9674884 698120110 1 49.20899840967 19.929890 2.746594 1.023100 12.10897436099 35.925983 0.339323 1.050417 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 53 652 13 1 ZTF_g 570444514815 0 2.3302 55.0193 8.1661 25.9152 8.2388e-06 0.043558 -0.0149105 1.90208e-05 1356 30. 0.056736 0.052232 19.7289 25.9152 1 2458324.9445139 652120148 1 67.84227682475 49.910019 1.512055 0.896579 7.69238633545 77.400017 0.100054 1.225006 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 54 653 16 1 ZTF_g 570445466015 0 2.3253 59.9939 8.32559 25.8821 7.7434e-06 0.0400537 -0.0299492 1.86987e-05 1252 30. 0.050455 0.045178 19.7342 25.8821 1 2458324.945463 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 55 653 16 2 ZTF_g 570445466115 0 2.2628 55.6359 7.91492 25.7581 6.5131e-06 0.0383214 -0.0314006 1.57272e-05 1386 30. 0.05101 0.04803 19.6282 25.7581 1 2458324.945463 653120161 1 -34.6862899856 38.137787 -1.011713 0.999117 -66.6236657778 63.085449 -1.063199 1.121938 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 56 653 16 2 ZTF_r 570464056115 0 1.8252 232.224 5.74146 25.9374 1.4648e-06 0.0202115 0.0855785 2.85284e-06 1618 30. 0.037709 0.033797 20.2943 25.9374 1 2458324.9640509 653120261 1 4.70200235401 27.443665 0.190588 0.867891 -10.13887509291 50.771172 -0.201042 1.075500 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 57 653 16 1 ZTF_r 570464056015 0 1.7675 202.398 5.94006 26.0289 1.4433e-06 0.0192647 0.0872979 2.7629e-06 1443 30. 0.039236 0.034701 20.4113 26.0289 1 2458324.9640509 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 58 698 3 3 ZTF_g 571448341015 0 8.714 82.7318 11.8514 26.1393 1.38324e-05 0.0468114 0.0157469 3.86325e-05 1026 30. 0.067405 0.053216 19.3062 26.1393 1 2458325.9483449 698120110 1 24.03553434956 72.234726 0.370137 1.068857 87.05864402359 100.149811 0.875139 1.150839 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 59 698 3 3 ZTF_r 571476801015 0 1.9297 168.065 8.47606 26.1089 1.8965e-06 0.0224898 0.089102 3.74405e-06 1497 30. 0.038974 0.036587 20.0467 26.1089 1 2458325.9768056 698120210 1 -46.86059750339 35.231625 -1.479551 1.032824 -87.26594980721 67.726425 -1.297185 1.039050 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 60 653 16 1 ZTF_r 573432286015 33554472 5.3362 90.6617 12.2492 25.2437 8.16066e-05 0.0649619 0.0615866 0.000192756 366 30. 0.077019 0.072067 17.8809 25.2437 1 2458327.9322801 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 61 653 16 2 ZTF_r 573432286115 33554440 4.5051 108.413 11.7808 25.2338 5.18004e-05 0.0601271 0.0633066 0.000118287 496 30. 0.079808 0.073532 17.9927 25.2338 1 2458327.9322801 653120261 1 -41.54434512984 71.126389 -0.649735 1.011014 -43.82010010461 96.208649 -0.458537 1.083931 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 62 653 16 1 ZTF_g 573494466015 0 1.7192 72.9404 14.0917 26.0774 8.5201e-06 0.0394947 -0.0191615 2.23985e-05 1132 30. 0.043625 0.039188 19.506 26.0774 1 2458327.9944676 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 63 653 16 2 ZTF_g 573494466115 0 1.6562 69.8394 13.3719 25.999 7.506e-06 0.0389405 -0.0368628 1.88597e-05 1261 30. 0.046335 0.040205 19.4868 25.999 1 2458327.9944676 653120161 1 61.04208118765 72.028511 0.942713 0.909541 225.94636225044 128.954849 1.763936 1.125028 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 64 652 13 1 ZTF_g 573494944815 0 1.7456 60.4552 13.885 26.0043 9.2929e-06 0.0412591 -0.0143377 2.35897e-05 1143 30. 0.044902 0.052224 19.4223 26.0043 1 2458327.9949421 652120148 1 -10.27432363515 82.862061 -0.137928 0.982679 160.22064871264 141.817535 1.137375 1.196291 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 65 698 3 3 ZTF_r 574420931015 0 1.5667 126.569 15.5443 25.7934 4.5557e-06 0.0344806 0.0971727 9.0019e-06 1470 30. 0.051452 0.043006 19.1635 25.7934 1 2458328.9209375 698120210 1 -20.81584452752 62.932964 -0.367935 0.960402 242.30624052897 129.980057 1.876735 1.030379 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 66 653 16 2 ZTF_r 576431506115 0 2.1474 225.967 11.0386 25.9196 3.1698e-06 0.0297007 0.082424 6.18345e-06 1605 30. 0.051548 0.046255 19.4189 25.9196 1 2458330.9315046 653120261 1 22.77427044986 46.327118 0.546845 1.088083 102.18706225638 81.375656 1.264202 1.074302 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 67 653 16 1 ZTF_r 576431506015 0 2.1016 195.238 11.5843 26.0114 3.7209e-06 0.0310623 0.079811 7.10147e-06 1455 30. 0.052161 0.044222 19.4681 26.0114 1 2458330.9315046 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 68 652 13 1 ZTF_r 576431964815 0 2.2075 264.549 11.0902 25.9566 2.9731e-06 0.0282432 0.0785135 5.61448e-06 1549 30. 0.054697 0.051097 19.4299 25.9566 1 2458330.9319676 652120248 1 -28.49578928705 52.710991 -0.601360 0.959022 25.79575212528 95.018951 0.273309 1.066394 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 69 652 13 1 ZTF_g 576465684815 0 2.0692 59.7971 11.2335 26.0015 8.013e-06 0.0413918 -0.00731436 1.93944e-05 1295 30. 0.050877 0.053976 19.5247 26.0015 1 2458330.9656829 652120148 1 -72.80064474645 66.771996 -1.212818 0.938708 -155.45349973528 109.363197 -1.431016 1.223384 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 70 653 16 2 ZTF_g 576496186115 0 1.8936 69.3131 12.3883 26.0226 8.3657e-06 0.0415576 -0.0275102 2.11667e-05 1290 30. 0.045302 0.04499 19.4754 26.0226 1 2458330.9961806 653120161 1 0.43953430107 67.146545 0.007282 0.925845 165.78952600368 112.630852 1.481886 1.156856 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 71 653 16 1 ZTF_g 576496186015 0 2.02 73.3074 13.0634 26.1069 8.3545e-06 0.0394652 -0.0188272 2.17439e-05 1154 30. 0.045631 0.043555 19.4909 26.1069 1 2458330.9961806 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 72 698 3 3 ZTF_r 577428861015 0 1.4244 167.111 10.3977 26.0792 2.8009e-06 0.0273779 0.0906335 5.54707e-06 1501 30. 0.057622 0.057243 19.9965 26.0792 1 2458331.9288657 698120210 1 -86.86744772678 37.159222 -2.600431 1.019040 -47.44786192006 77.904297 -0.613155 1.032204 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 73 698 3 3 ZTF_g 577483281015 0 2.1342 87.0205 10.3148 26.2027 4.8887e-06 0.0341824 -0.00877053 1.10028e-05 1393 30. 0.044644 0.044684 19.9833 26.2027 1 2458331.983287 698120110 1 -31.78151654632 45.322762 -0.780033 0.971506 14.44569441697 82.239616 0.176837 1.061897 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 74 652 13 1 ZTF_g 578469054815 0 1.8262 45.1561 13.2697 25.6692 1.34835e-05 0.0463806 -0.0122862 3.60157e-05 1057 30. 0.047351 0.057646 19.0924 25.6692 1 2458332.9690509 652120148 1 35.26510800156 72.633179 0.540088 0.938163 164.1406433234 123.462181 1.338435 1.190138 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 75 652 13 1 ZTF_g 579478504815 0 1.8114 62.8525 9.77183 26.0558 6.6538e-06 0.0396481 -0.0134528 1.50074e-05 1410 30. 0.047303 0.051605 19.9054 26.0558 1 2458333.9785069 652120148 1 -34.72598400595 49.002571 -0.788298 1.010260 -85.44423516017 82.056290 -1.048301 1.204594 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 76 653 16 2 ZTF_g 579478966115 0 1.8388 71.1213 9.51349 26.0574 4.6137e-06 0.0347804 -0.0501421 9.73651e-06 1545 30. 0.037702 0.033536 19.8544 26.0574 1 2458333.9789699 653120161 1 -8.93635691814 42.131363 -0.235944 0.998194 -136.79174274233 78.495178 -1.754414 1.084348 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 77 653 16 1 ZTF_g 579478966015 0 1.7194 75.5968 10.0348 26.1372 4.2345e-06 0.0318871 -0.0400519 8.95131e-06 1385 30. 0.039028 0.035627 19.9507 26.1372 1 2458333.9789699 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 78 698 3 3 ZTF_r 580456821015 0 1.5016 175.716 8.27962 26.1363 2.2146e-06 0.0243608 0.0864355 4.39093e-06 1503 30. 0.05178 0.052878 20.259 26.1363 1 2458334.9568287 698120210 1 33.70587779845 30.053827 1.247558 1.057133 63.57741048248 62.077290 1.031063 1.031715 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 79 698 3 3 ZTF_g 580468801015 0 1.81 88.9835 8.1945 26.2622 3.3899e-06 0.02973 -0.056239 6.98445e-06 1467 30. 0.042364 0.041021 20.2546 26.2622 1 2458334.9688079 698120110 1 17.28173185725 36.479916 0.526973 0.872648 -111.10439749052 71.034050 -1.574635 1.036434 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 80 652 13 1 ZTF_r 582440764815 0 2.1557 291.916 6.41648 26.037 2.005e-06 0.0232194 0.0878894 3.7901e-06 1543 30. 0.042295 0.044862 20.251 26.037 1 2458336.9407639 652120248 1 -4.36942300869 31.807270 -0.152810 0.833060 -46.58802497138 53.964195 -0.869128 1.121258 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 81 653 16 1 ZTF_r 582464346015 0 1.7903 219.302 6.7565 26.099 2.0899e-06 0.0232531 0.0967081 3.98326e-06 1447 30. 0.045161 0.046819 20.5131 26.099 1 2458336.9643403 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 82 653 16 2 ZTF_r 582464346115 0 1.7533 250.193 5.87177 26.011 2.1203e-06 0.0243639 0.0907924 4.15013e-06 1616 30. 0.045538 0.047577 20.4104 26.011 1 2458336.9643403 653120261 1 -14.11962825547 28.835859 -0.544685 0.966178 -14.83211584641 49.195950 -0.303521 1.142406 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 83 652 13 1 ZTF_r 582477684815 0 2.0187 294.598 6.26862 26.0578 1.5906e-06 0.020638 0.0859224 2.99386e-06 1539 30. 0.037272 0.038615 20.3147 26.0578 1 2458336.9776852 652120248 1 6.9274987788 26.772554 0.287834 0.942271 46.84726894828 49.330975 0.956048 1.078970 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 84 652 13 1 ZTF_g 582487854815 33554432 2.4494 68.2096 6.0502 26.1242 2.09295e-05 0.0656011 -0.026721 4.27829e-05 1175 30. 0.059041 0.069881 20.1676 26.1242 1 2458336.9878588 652120148 1 -30.72000827547 38.429337 -0.889228 1.011771 -84.98205397703 58.621006 -1.459450 1.314744 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 85 653 16 2 ZTF_g 582497926115 0 1.8228 77.8988 7.08065 26.1037 4.6522e-06 0.034973 -0.023315 9.818e-06 1539 30. 0.045145 0.04313 20.2411 26.1037 1 2458336.9979282 653120161 1 33.91256538497 40.995926 0.920184 0.979381 55.44846241541 68.398209 0.816131 1.174736 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 86 653 16 1 ZTF_g 582497926015 0 2.0021 81.5499 7.366 26.1975 5.1022e-06 0.0345967 -0.0220129 1.09991e-05 1348 30. 0.044176 0.045786 20.2668 26.1975 1 2458336.9979282 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 87 698 3 3 ZTF_g 583420301015 0 1.7831 86.2958 4.88819 26.2089 2.1644e-06 0.0241853 -0.0473983 4.33642e-06 1504 30. 0.044057 0.036433 20.7931 26.2089 1 2458337.9203009 698120110 1 -1.00952712854 20.818735 -0.053941 0.925480 -21.53747685423 40.288677 -0.538179 1.037119 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 88 698 3 3 ZTF_r 583495391015 0 1.5792 176.446 6.11225 26.1614 1.9063e-06 0.0226075 0.0871421 3.79532e-06 1502 30. 0.046774 0.051144 20.6212 26.1614 1 2458337.9953935 698120210 1 -12.76769514054 22.700581 -0.625648 1.024828 15.22961864221 46.322338 0.330989 1.031611 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 89 653 16 2 ZTF_g 584419026115 0 1.7393 70.6282 3.99055 26.0098 3.0829e-06 0.0294105 -0.0397863 6.06196e-06 1617 30. 0.047436 0.043396 20.8361 26.0098 3 2458338.9190278 653120161 1 -19.71564728478 17.490711 -1.253887 0.963940 47.3831616799 30.552958 1.561299 1.139568 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 90 653 16 1 ZTF_g 584419026015 0 1.8458 73.4356 4.26844 26.0917 3.1316e-06 0.0283506 -0.0236047 6.14955e-06 1435 30. 0.053026 0.045756 20.8606 26.0917 3 2458338.9190278 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 91 698 3 3 ZTF_g 584419471015 0 2.2199 84.2006 4.22537 26.2016 2.4242e-06 0.0253832 -0.0630458 4.82436e-06 1488 30. 0.046472 0.040208 20.7929 26.2016 3 2458338.9194792 698120110 1 -5.56600242101 18.919601 -0.327255 0.982910 -2.33316499949 34.562958 -0.067959 1.039547 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 92 652 13 1 ZTF_g 584434014815 0 2.0565 63.5953 4.51745 26.0204 4.216e-06 0.0340032 -0.00777665 8.21193e-06 1561 30. 0.054968 0.06748 20.6016 26.0204 1 2458338.9340162 652120148 1 5.38504155795 24.197716 0.247554 1.083252 63.98002485154 39.033123 1.650161 1.288774 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 93 698 3 3 ZTF_r 584473761015 0 1.9644 174.241 5.14632 26.136 1.6523e-06 0.0209566 0.0900493 3.28887e-06 1496 30. 0.04175 0.038379 20.6257 26.136 3 2458338.9737616 698120210 1 -16.9202065769 22.447151 -0.838493 0.954436 -1.79714313757 41.957230 -0.043121 1.041704 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 94 653 16 1 ZTF_r 584474226015 0 2.0944 210.796 5.24064 26.0724 1.6954e-06 0.0208811 0.092045 3.26046e-06 1443 30. 0.044875 0.04019 20.5092 26.0724 3 2458338.9742245 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 95 653 16 2 ZTF_r 584474226115 0 2.1061 241.503 4.87442 25.9834 1.6005e-06 0.0211889 0.0871691 3.12216e-06 1621 30. 0.045149 0.039627 20.4375 25.9834 3 2458338.9742245 653120261 1 -1.45817518747 24.798679 -0.065409 0.968005 15.81269459214 42.272060 0.376589 1.099767 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 96 652 13 1 ZTF_r 586445094815 0 1.6771 230.555 4.81557 25.7724 1.8263e-06 0.0224497 0.0902161 3.46106e-06 1583 30. 0.049066 0.051724 20.4009 25.7724 1 2458340.9450926 652120248 1 -20.79022478149 20.641310 -1.120409 0.902496 -24.69922132332 38.449524 -0.646707 1.084446 0.2331930961443 20.5160001754761 0.0509999990463257 0.794000029563904 0 2458303.966667 2458364.883264 0
 97 652 13 1 ZTF_g 586464034815 0 2.5249 52.2186 4.0193 25.8267 4.8043e-06 0.0358615 -0.0195256 9.59557e-06 1544 30. 0.059304 0.063957 20.3474 25.8267 1 2458340.9640394 652120148 1 -18.3733196643 25.145620 -0.812793 0.960195 -8.27102119637 37.853817 -0.219971 1.241156 0.204570163020604 20.2390000343323 0.0500000007450581 1.37600004673004 -0.108999997377396 2458303.952060 2458352.925799 0
 98 653 16 2 ZTF_g 586465016115 0 2.4323 58.8599 3.6818 25.8086 4.6869e-06 0.0360624 -0.0390525 9.2956e-06 1606 30. 0.055261 0.060934 20.4896 25.8086 1 2458340.9650116 653120161 1 9.10398156125 18.500784 0.547389 0.944566 10.31670738221 30.036274 0.345788 1.134027 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 99 653 16 1 ZTF_g 586465016015 0 2.5361 60.9626 3.73758 25.8998 4.431e-06 0.0336419 -0.031235 8.77141e-06 1430 30. 0.051542 0.057289 20.6006 25.8998 1 2458340.9650116 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 100 698 3 3 ZTF_g 586465471015 0 2.3563 69.5215 3.74495 25.9835 3.0656e-06 0.0285633 -0.0451794 6.15302e-06 1491 30. 0.050692 0.054433 20.6635 25.9835 3 2458340.9654745 698120110 1 19.9564507828 17.874744 1.241933 1.047509 20.76890324173 30.373222 0.688395 1.055966 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 101 653 16 2 ZTF_g 586465926115 0 2.2155 58.9102 3.70517 25.8121 4.1175e-06 0.0338633 -0.0433135 8.12252e-06 1613 30. 0.048324 0.054406 20.5339 25.8121 3 2458340.9659259 653120161 1 -18.79213720172 20.211840 -1.034249 0.920124 -29.43792289559 33.553841 -0.883243 1.130251 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 102 653 16 1 ZTF_g 586465926015 0 2.373 60.9489 3.75628 25.9026 4.187e-06 0.0327799 -0.0318851 8.23299e-06 1433 30. 0.051957 0.05621 20.6365 25.9026 3 2458340.9659259 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 103 698 3 3 ZTF_g 586466381015 0 2.2339 70.0412 3.77989 25.9788 2.9368e-06 0.0280044 -0.040171 5.87142e-06 1490 30. 0.058974 0.052588 20.7003 25.9788 1 2458340.9663889 698120110 1 22.86620541485 18.364815 1.385040 0.994975 84.50935364099 32.042267 2.655197 1.053959 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 104 653 16 2 ZTF_g 588422346115 0 2.0486 65.8465 3.6291 25.9378 3.0656e-06 0.0293912 -0.0469872 6.01086e-06 1614 30. 0.050263 0.045864 20.8116 25.9378 3 2458342.9223495 653120161 1 11.96042097951 18.040920 0.737467 0.964843 78.01514451311 31.254110 2.512968 1.123396 0.151207265367039 20.2149998664856 0.0370000004768372 0.726000010967255 0.046000000089407 2458304.966412 2458349.953391 0
 105 653 16 1 ZTF_g 588422346015 0 1.9301 68.4264 3.60255 26.0223 2.9487e-06 0.0275153 -0.0366479 5.74086e-06 1434 30. 0.046199 0.044927 20.9262 26.0223 3 2458342.9223495 653120160 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458304.966412 2458347.975521 57,61
 106 698 3 3 ZTF_g 588452041015 0 2.214 78.3526 3.81581 26.099 2.7271e-06 0.027143 -0.0354181 5.45156e-06 1498 30. 0.047405 0.037708 20.8483 26.099 3 2458342.9520486 698120110 1 -1.04519825814 18.086109 -0.064285 0.902392 11.85561375922 31.499384 0.378911 1.059688 0.0923584226225262 20.3119999885559 0.0370000004768372 0.875 0.0350000001490116 2458303.951609 2458362.967720 0
 107 698 3 3 ZTF_r 588472961015 0 2.0404 164.994 4.88589 26.0762 1.8066e-06 0.0219616 0.0905542 3.59476e-06 1501 30. 0.043162 0.040291 20.6367 26.0762 3 2458342.972963 698120210 1 12.20513409806 20.665382 0.656983 0.944334 6.51642450603 39.088818 0.167831 1.041276 0.00755360897509477 20.5009998321533 0.0419999994337559 1.12999999523163 0.0199999995529652 2458300.923935 2458441.795822 0
 108 653 16 1 ZTF_r 588473436015 0 1.7374 200.553 5.40302 26.0063 1.7059e-06 0.020963 0.0893755 3.24485e-06 1445 30. 0.048395 0.038195 20.6332 26.0063 3 2458342.9734375 653120260 1 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458301.945833 2458364.983044 57,61
 109 653 16 2 ZTF_r 588473436115 0 1.8067 230.911 4.74972 25.9183 1.5637e-06 0.0208855 0.0880505 3.05248e-06 1619 30. 0.045645 0.039573 20.4976 25.9183 3 2458342.9734375 653120261 1 15.08606865088 22.782953 0.736582 0.942014 54.61481706481 40.778267 1.348332 1.091288 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
 110 653 16 2 ZTF_r 588506046115 0 2.5472 236.499 6.98314 25.9502 3.1898e-06 0.0297373 0.0899288 6.25226e-06 1610 30. 0.056235 0.060254 19.8535 25.9502 1 2458343.0060417 653120261 1 24.96907693782 42.437057 0.654504 0.966412 80.38341805455 64.219223 1.260134 1.195670 0.0960824501012838 20.5690001487732 0.068000003695488 1.04299998283386 0.0240000002086163 2458301.945833 2458361.999051 0
