 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 139 1645 9 2 ZTF_r 605387403415 0 1.8905 264.233 11.8496 26.318 6.5427e-06 0.0258177 0.110781 1.02746e-05 686 30. 0.055155 0.038635 19.8963 26.318 2 2458359.8874074 1645120234 -49.0207258875662 50.2633870039096 -1.08488271237989 0.902254434886604 -96.2831923733969 94.5364315003627 -1.02533662076408 1.04853737838658 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 140 648 1 0 ZTF_r 606342100015 0 3.391 301.862 9.30926 26.1042 7.9874e-06 0.0315442 0.102967 1.26225e-05 878 30. 0.076911 0.057533 19.5665 26.1042 3 2458360.8421065 648120200 -98.0022802201358 55.8797714804208 -1.95090607113148 0.934920528502518 -105.265166757365 81.9455577720388 -1.29322609538766 1.15527716828468 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 141 648 1 0 ZTF_g 606406420015 0 3.4883 118.323 10.1889 26.2102 1.82679e-05 0.0393856 -0.0179557 3.87446e-05 650 30. 0.066207 0.056578 19.5788 26.2102 3 2458360.9064236 648120100 -140.456993524125 61.651914822373 -2.53426251290444 0.999112771571682 -52.0963257312403 90.0367754867143 -0.5825086160503 1.17814959231242 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 142 1645 9 2 ZTF_g 606412693415 0 6.1126 159.376 10.6181 26.3017 2.796e-05 0.0424067 0.000333426 6.31668e-05 478 30. 0.06895 0.064598 19.5519 26.3017 2 2458360.9126968 1645120134 16.2608425558257 81.672096935339 0.221474708957619 0.904125683251528 -19.1703672658571 110.274789269941 -0.175012629088911 1.19973878818474 0.329662726319838 19.1070000648499 0.0260000005364418 0.921999990940094 0.0640000030398369 2458314.984120 2458766.864329 0
 143 1645 9 2 ZTF_r 607318733415 0 1.8597 265.317 8.85836 26.3205 5.0068e-06 0.0226645 0.112958 7.86249e-06 690 30. 0.052014 0.041197 20.2326 26.3205 2 2458361.8187384 1645120234 3.47084607393953 36.0777078051128 0.107016617031733 1.05823027762523 52.2592115148823 69.6783669462375 0.755057597026603 1.04429582426916 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 144 648 1 0 ZTF_r 607341720015 0 1.8368 307.514 8.0517 26.1283 3.7012e-06 0.0215877 0.0877159 5.82708e-06 884 30. 0.057114 0.038331 20.1592 26.1283 1 2458361.8417245 648120200 -46.1208299436192 32.1813451137444 -1.59421805065886 1.02196933941676 -32.2207426109775 62.5752076066891 -0.518380240464635 1.04716385898085 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 145 648 1 0 ZTF_r 607349860015 0 2.1576 308.294 8.01412 26.1296 4.0515e-06 0.0225929 0.0897317 6.40465e-06 885 30. 0.06006 0.038807 19.9792 26.1296 3 2458361.8498611 648120200 -24.2193797948203 37.728213800053 -0.714087735676144 0.963839728875073 -21.907718222821 68.1898364838924 -0.32343922647065 1.05307474981105 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 146 648 1 0 ZTF_g 607391650015 0 13.516 119.545 8.64558 26.1961 1.34008e-05 0.0365173 -0.00595548 2.58604e-05 744 30. 0.067259 0.055875 19.839 26.1961 1 2458361.8916551 648120100 -42.5506400492932 48.5324804416941 -0.975277960470876 1.063759030596 -55.2074031145824 74.2381756870296 -0.748661017550064 1.15545884739178 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 147 648 1 0 ZTF_g 607392590015 0 3.2918 118.961 8.67275 26.2016 1.34614e-05 0.0368857 2.41346e-05 2.58825e-05 747 30. 0.065111 0.049871 19.8469 26.2016 3 2458361.8925926 648120100 -34.6711474624823 48.9963742900071 -0.787152850712273 0.974090419982511 54.1908942438999 76.1680639204764 0.71625652834579 1.14402250494361 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 148 648 1 0 ZTF_g 608262840015 0 6.3528 110.709 6.94686 26.1715 1.80684e-05 0.0381099 0.000185365 3.60915e-05 602 30. 0.073528 0.057493 19.906 26.1715 3 2458362.7628472 648120100 -44.7492365163925 41.516675330987 -1.19899635646945 1.05128593993506 -7.18627491007015 59.5215957647487 -0.121547058544016 1.18056101508789 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 149 648 1 0 ZTF_i 608299450015 8 5.3066 156.25 5.67628 25.4385 1.06982e-05 0.040586 0.204147 6.28014e-05 535 30. 0.089251 0.072704 19.4486 25.4385 2 2458362.799456 648120300 -13.6473462045986 35.0246912035067 -0.433439707811032 0.945285651063506 11.8720692373901 52.5858787292409 0.227285891109703 1.15830395758303 0.396866537054161 19.5330001449585 0.0329999998211861 0.540000021457672 -0.0489999987185001 2458342.885706 2458717.872847 0
 150 1645 9 2 ZTF_r 608348293415 0 1.5716 267.606 7.37677 26.3163 5.6407e-06 0.0240241 0.114304 8.82673e-06 687 30. 0.060114 0.048405 20.5602 26.3163 2 2458362.8482986 1645120234 -43.7479075162316 30.680678954204 -1.58616046259848 0.982670124546031 23.2574092882889 59.7269054599238 0.392018456299716 1.05041527637157 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 151 648 1 0 ZTF_r 609277560015 0 2.2899 290.681 6.20187 26.058 4.4432e-06 0.023612 0.100979 7.0164e-06 884 30. 0.062834 0.045228 20.1716 26.058 3 2458363.7775694 648120200 -15.9018758274303 29.7510253902866 -0.594567574036895 0.965950857639468 -22.960935965021 50.6932029821154 -0.455989715188365 1.07651368435501 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 152 648 1 0 ZTF_g 609341370015 0 12.3895 112.378 6.47974 26.1492 1.25701e-05 0.0374066 -0.00485227 2.25098e-05 807 30. 0.069991 0.054192 20.0794 26.1492 3 2458363.8413773 648120100 -13.2038338742998 39.1305680140728 -0.375351970852648 0.944046463996648 3.43074706532267 58.3942227815138 0.0591471755197116 1.16181171863017 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 153 1645 9 2 ZTF_g 609362563415 0 5.7894 154.422 6.7023 26.258 1.56857e-05 0.0376561 0.00736101 2.8766e-05 612 30. 0.069935 0.060965 20.0926 26.258 2 2458363.8625694 1645120134 -3.96876519793971 46.3481861120225 -0.0952527372239101 0.991293823737314 -52.3211276785053 65.6204603056416 -0.802699542770241 1.1648860468981 0.329662726319838 19.1070000648499 0.0260000005364418 0.921999990940094 0.0640000030398369 2458314.984120 2458766.864329 0
 154 1645 9 2 ZTF_r 609445093415 0 2.0128 258.668 6.90883 26.2956 4.3317e-06 0.0209214 0.109221 6.75848e-06 682 30. 0.05239 0.041294 20.3751 26.2956 2 2458363.9450926 1645120234 38.2257408108232 32.6421301379266 1.30266342605127 0.997314301306934 99.6092187330778 61.9443038395461 1.6188751238856 1.03974825704412 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 155 648 1 0 ZTF_g 610277240015 8 10.6884 107.957 3.61533 26.1168 1.37477e-05 0.0359701 -0.00905494 2.23097e-05 678 30. 0.078807 0.063687 20.5612 26.1168 1 2458364.7772454 648120100 -12.3552021610622 22.9947256937438 -0.597690597452759 1.03189302573787 12.1814085031887 33.6248887107681 0.364713504208169 1.18502563285713 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 156 648 1 0 ZTF_g 610278180015 8 12.5355 108.367 3.59912 26.1263 1.2521e-05 0.0328691 -0.0181545 2.059e-05 601 30. 0.080447 0.062455 20.6001 26.1263 3 2458364.7781829 648120100 0.943803668901346 25.911127963019 0.0405181999487515 0.994261969074359 42.9954159068961 38.1628741119975 1.13421731234752 1.18325543887762 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 157 648 1 0 ZTF_r 610322460015 0 1.9578 286.363 5.34748 26.0482 5.2561e-06 0.0257515 0.0916277 8.31334e-06 885 30. 0.060224 0.044242 20.3984 26.0482 1 2458364.8224653 648120200 -13.8258331569298 24.3604246822822 -0.631337022357635 0.914869530466377 -16.0423535106329 43.6843962399706 -0.369706372861461 1.06272354477723 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 158 648 1 0 ZTF_r 610323400015 0 1.8314 284.827 5.35548 26.0397 4.2383e-06 0.0231193 0.0943195 6.70448e-06 886 30. 0.06008 0.041112 20.4758 26.0397 3 2458364.8234028 648120200 -34.8973631276508 21.4078662982184 -1.81331823927697 1.02473562221548 12.8617916239635 39.7207038446781 0.325986583248518 1.06549631067112 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 159 1645 9 2 ZTF_r 610332493415 0 1.6484 250.383 5.85836 26.2431 5.3058e-06 0.0232651 0.11557 8.29774e-06 687 30. 0.057704 0.044254 20.7083 26.2431 2 2458364.8325 1645120234 -21.2840505369607 25.154125762829 -0.94123887181924 0.999030989854963 -21.082447436921 48.4572646066228 -0.438003240704688 1.04720472986951 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 160 1645 9 2 ZTF_g 610449513415 0 2.6964 149.496 5.92805 26.2403 1.14836e-05 0.0337571 -0.0315832 1.92184e-05 658 30. 0.06102 0.055763 20.2748 26.2403 2 2458364.9495139 1645120134 35.7334510483101 35.3323370684557 1.12501262839548 0.979034618719598 85.5691400667654 53.643196499351 1.60589708984568 1.11045587588268 0.329662726319838 19.1070000648499 0.0260000005364418 0.921999990940094 0.0640000030398369 2458314.984120 2458766.864329 0
 161 648 1 0 ZTF_g 611306350015 0 1.9928 110.775 3.74834 26.1547 5.3343e-06 0.0259971 -0.0465544 8.46979e-06 884 30. 0.058905 0.040859 20.8895 26.1547 3 2458365.8063542 648120100 -27.5462607632538 16.5068174062411 -1.85632540448006 1.04907896080481 -17.5098442637582 29.3771427991068 -0.600050664996525 1.07949766838313 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 162 648 1 0 ZTF_r 611349160015 0 2.134 301.764 5.04117 26.1028 3.433e-06 0.0208063 0.0978469 5.40179e-06 888 30. 0.057063 0.041454 20.4249 26.1028 3 2458365.8491667 648120200 35.5260296114745 23.9706382425441 1.64862498317307 1.00360555717201 114.941602017 42.3440637467343 2.73275000273594 1.06478923198765 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 163 1645 9 2 ZTF_r 611365923415 0 2.0318 262.846 5.47068 26.2956 4.9456e-06 0.0224538 0.116652 7.76985e-06 686 30. 0.053431 0.043733 20.6443 26.2956 2 2458365.8659259 1645120234 -33.2651838640075 25.101769054942 -1.47414566523966 1.10648515319093 49.7606919090982 45.4389651478539 1.1024862223221 1.05855751130584 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 164 1645 9 2 ZTF_g 611425413415 0 2.2656 155.749 4.81503 26.3038 8.2019e-06 0.0289248 -0.0627942 1.30003e-05 686 30. 0.052684 0.04287 20.6818 26.3038 2 2458365.9254167 1645120134 -14.6927561210391 26.791468626922 -0.610044547925213 0.854058756751048 13.9985058982873 46.0281241004185 0.306177731905152 1.06274099401544 0.329662726319838 19.1070000648499 0.0260000005364418 0.921999990940094 0.0640000030398369 2458314.984120 2458766.864329 0
 165 648 1 0 ZTF_i 612300460015 0 1.7512 152.716 5.684 25.3896 2.0579e-06 0.0231935 0.193392 1.16115e-05 887 30. 0.06937 0.050847 19.8846 25.3896 2 2458366.800463 648120300 -11.3486639188072 21.797211090998 -0.579160062048858 0.984118351837999 -41.0882705817019 40.1291467705083 -1.0307969587452 1.07060467740803 0.396866537054161 19.5330001449585 0.0329999998211861 0.540000021457672 -0.0489999987185001 2458342.885706 2458717.872847 0
 166 648 1 0 ZTF_r 612362020015 0 6.8347 304.613 4.33826 26.1016 5.8942e-06 0.027171 0.107478 9.28533e-06 883 30. 0.071182 0.060099 20.4217 26.1016 3 2458366.8620255 648120200 -15.012552489191 24.6982030371932 -0.676151449566164 0.974798846549362 22.7152033031367 38.2098372023442 0.598489634572364 1.10411595206422 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 167 648 1 0 ZTF_g 612404680015 0 2.3949 116.903 3.87997 26.2101 7.2797e-06 0.0303113 -0.0473892 1.14336e-05 884 30. 0.067169 0.058765 20.7276 26.2101 3 2458366.9046875 648120100 -33.6028831604148 21.0536840620259 -1.77542872233778 1.02358684314071 -23.2462280876819 35.2190097105516 -0.66449320874319 1.07290900376997 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 168 648 1 0 ZTF_g 613302590015 0 3.0779 112.669 3.8737 26.1864 8.6489e-06 0.0325813 -0.0712021 1.40247e-05 868 30. 0.065758 0.047876 20.4696 26.1864 3 2458367.8025926 648120100 -69.8446665772544 23.7264638268284 -3.27457569049998 0.957922727766864 -79.5810746792958 35.2589431729238 -2.27224784937611 1.0895763566098 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 169 648 1 0 ZTF_g 613303530015 0 2.5359 113.158 3.85536 26.1914 6.0471e-06 0.0275592 -0.0745718 9.49292e-06 883 30. 0.062291 0.042624 20.6437 26.1914 1 2458367.8035301 648120100 27.0182439954234 20.8343120761497 1.44255624533494 1.02405523411771 -3.1519131170529 34.4321939700303 -0.0921562371541929 1.06263862026629 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 170 1645 9 2 ZTF_r 613352173415 0 1.9061 262 4.86058 26.2994 4.2146e-06 0.0208169 0.106279 6.62161e-06 689 30. 0.050629 0.040654 20.8293 26.2994 2 2458367.8521759 1645120234 -3.79503648854823 22.2017792584358 -0.190144153613584 0.97491471511461 28.2913000903257 43.4086895013823 0.656132307870396 1.03790954990658 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 171 648 1 0 ZTF_r 613364900015 0 1.8433 301.77 4.47279 26.0904 3.6911e-06 0.0216184 0.0964148 5.83611e-06 888 30. 0.061231 0.035361 20.6808 26.0904 1 2458367.8649074 648120200 -68.1572128005711 17.333869276418 -4.37392272815607 1.07387400117537 -24.389047146556 32.5820601989908 -0.753583678636447 1.05752445834372 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 172 648 1 0 ZTF_r 613365840015 0 1.863 299.371 4.46853 26.1035 3.5474e-06 0.0211755 0.0829585 5.61222e-06 886 30. 0.05596 0.038692 20.6866 26.1035 3 2458367.8658449 648120200 -33.0126565571782 18.431975123974 -1.99233974741312 0.910041288960237 6.16660341384082 36.0025418270961 0.172436042778392 1.0423819783652 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 173 1645 9 2 ZTF_r 614303803415 0 1.8909 261.355 5.04236 26.292 4.1404e-06 0.0204901 0.111015 6.47774e-06 684 30. 0.052616 0.039113 20.791 26.292 2 2458368.8038079 1645120234 4.38455615592746 23.0526298297353 0.211572862163579 1.06966996730094 -24.0731692258222 43.4790571856011 -0.557401769365683 1.0495639026199 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 174 648 1 0 ZTF_r 614346460015 0 1.9852 300.943 4.57865 26.1067 3.4387e-06 0.0207729 0.0851487 5.42635e-06 883 30. 0.056042 0.041872 20.6179 26.1067 3 2458368.8464699 648120200 -37.5972427183553 19.618884077334 -2.13175110181626 0.928121513084627 -43.2288465474296 37.4516606425771 -1.16203112410504 1.04504067434984 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 175 648 1 0 ZTF_g 614371660015 0 2.337 115.547 3.58578 26.1941 5.553e-06 0.0264998 -0.0405717 8.78359e-06 885 30. 0.062725 0.043748 20.8521 26.1941 3 2458368.8716667 648120100 -32.9651722987368 17.8657550064894 -2.05252651857964 1.05669570559846 -24.0318531154857 29.7199980832271 -0.814054865048696 1.09238958846401 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 176 1645 9 2 ZTF_g 614392763415 0 2.1468 157.08 3.69076 26.3182 5.2589e-06 0.023196 -0.0731206 8.25442e-06 685 30. 0.056012 0.042571 21.027 26.3182 2 2458368.8927662 1645120134 18.8899998954065 18.7773558146501 1.11905729001468 0.975566286013706 -0.0135552169406704 33.168830956687 -0.000411425778752469 1.05278084041084 0.329662726319838 19.1070000648499 0.0260000005364418 0.921999990940094 0.0640000030398369 2458314.984120 2458766.864329 0
 177 648 1 0 ZTF_g 615321040015 0 2.0883 114.236 3.88773 26.2073 4.9408e-06 0.0250212 -0.0787278 7.73895e-06 888 30. 0.055444 0.0401 20.8359 26.2073 3 2458369.8210417 648120100 50.9520631945465 17.1083547429748 3.31290001468321 0.95312858407898 34.7745053632172 31.1426708026597 1.12413973353232 1.04868230467908 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 178 648 1 0 ZTF_r 615380850015 0 2.2773 300.468 4.72804 26.1089 3.0121e-06 0.0194514 0.0811796 4.73765e-06 884 30. 0.056344 0.03955 20.5169 26.1089 3 2458369.8808565 648120200 -5.35348225806957 19.9493400573788 -0.29851257821932 0.93857582782932 -11.1107500881894 36.5103107792475 -0.306367746276409 1.04660441670159 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 179 1645 9 2 ZTF_r 615391493415 0 1.6848 262.382 5.1261 26.3002 4.3807e-06 0.020985 0.109491 6.82566e-06 681 30. 0.057241 0.038956 20.8941 26.3002 2 2458369.8914931 1645120234 -24.6430992267585 19.0218700123251 -1.44110928818792 1.00714326808427 12.1398216265358 37.971345109982 0.321863341639726 1.04292631788792 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 180 1645 9 2 ZTF_r 616311523415 0 1.7858 264.405 5.35914 26.3075 4.6781e-06 0.0218102 0.110233 7.31638e-06 683 30. 0.053683 0.042476 20.7888 26.3075 2 2458370.8115278 1645120234 -8.9170097892538 21.1144721870425 -0.469779233511753 1.0454384068594 1.64560264512566 41.3222251225869 0.0400918844206826 1.04451670854265 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 181 648 1 0 ZTF_i 616321400015 0 2.0477 155.341 5.27399 25.3936 2.0379e-06 0.0231143 0.199465 1.14747e-05 887 30. 0.063229 0.041305 19.8036 25.3936 2 2458370.8214005 648120300 41.4166168910819 24.0175668940239 1.9182288252614 0.987924016274646 -18.8950234320394 42.5373340473672 -0.447190284205292 1.06587429365912 0.396866537054161 19.5330001449585 0.0329999998211861 0.540000021457672 -0.0489999987185001 2458342.885706 2458717.872847 0
 182 648 1 0 ZTF_g 616355710015 0 2.2269 116.952 3.81424 26.2348 5.5051e-06 0.0262336 -0.0842369 8.72481e-06 878 30. 0.054789 0.040223 20.8513 26.2348 3 2458370.8557176 648120100 4.64500218072501 16.6313762574017 0.310679454869531 1.04024188346083 -15.1305257960999 30.0158878587468 -0.507478933475268 1.05047269563126 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 183 648 1 0 ZTF_g 616357160015 0 2.6895 117.634 3.80038 26.2518 6.8323e-06 0.0292687 -0.101403 1.07379e-05 882 30. 0.060105 0.043348 20.736 26.2518 1 2458370.8571644 648120100 6.8510371455415 18.6744377249649 0.408097175484622 0.985710697093694 -36.3830393945352 31.6234349162277 -1.15825751867822 1.0505023035803 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 184 648 1 0 ZTF_r 616407190015 0 2.274 305.791 4.65278 26.1269 3.5156e-06 0.0209782 0.0822716 5.55824e-06 879 30. 0.059028 0.043621 20.5262 26.1269 1 2458370.9071991 648120200 -13.7992173940128 19.221071788429 -0.79860432330829 1.05967790206197 58.6605395984741 34.8125764981106 1.6963875601366 1.05032096492907 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 185 648 1 0 ZTF_r 616408130015 0 2.4211 305.256 4.61949 26.1255 3.5282e-06 0.0210432 0.0802491 5.58414e-06 881 30. 0.060746 0.045972 20.4609 26.1255 3 2458370.9081366 648120200 -30.6650911091279 22.6520377523302 -1.50588491800594 0.936311512939952 -24.150863874184 39.8300668962389 -0.610431345627248 1.05094964786406 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 186 1645 9 2 ZTF_r 617326743415 0 1.9172 267.119 5.06583 26.3178 4.1103e-06 0.0204004 0.110047 6.4259e-06 684 30. 0.050661 0.037783 20.7909 26.3178 2 2458371.8267477 1645120234 -50.7150862484994 21.6387222036096 -2.60711601841479 1.10348015771752 -54.8356237059108 41.2508168641182 -1.33827519024362 1.04498092011401 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 187 1645 9 2 ZTF_g 617354273415 0 2.158 158.95 3.67419 26.3271 5.4651e-06 0.0236251 -0.061929 8.57387e-06 684 30. 0.053845 0.039609 21.0389 26.3271 2 2458371.8542708 1645120134 40.6730523786555 18.8231153258632 2.40364354944841 1.03135613065279 34.1744215271726 32.6333999745883 1.05427532065832 1.06362306554738 0.329662726319838 19.1070000648499 0.0260000005364418 0.921999990940094 0.0640000030398369 2458314.984120 2458766.864329 0
 188 648 1 0 ZTF_g 617367520015 0 2.1619 117.89 3.53171 26.2253 4.5967e-06 0.0241104 -0.0572839 7.27117e-06 885 30. 0.0581 0.039365 20.9294 26.2253 3 2458371.8675231 648120100 -25.8753316783729 17.4935114116456 -1.64537060357901 0.917984563999086 -36.4628695200821 30.3972417935586 -1.20762433952039 1.07023410292749 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 189 648 1 0 ZTF_r 617405910015 0 2.2649 305.563 4.37991 26.1255 2.9845e-06 0.0193795 0.0837498 4.70737e-06 885 30. 0.054855 0.042419 20.5915 26.1255 3 2458371.9059144 648120200 -5.17930478537162 18.9990399609707 -0.303245673582223 1.01492902630856 35.69223861793 34.5639040511988 1.03959980462118 1.05042108847176 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 190 1645 9 2 ZTF_r 618342893415 0 2.1398 266.493 5.16537 26.3291 3.7032e-06 0.0194577 0.105991 5.81342e-06 688 30. 0.052238 0.040366 20.6663 26.3291 2 2458372.8428935 1645120234 0.391029051430123 24.6702937075746 0.0176315099102259 1.03319324983331 16.2741386234337 45.2260173439608 0.362263733257542 1.04742101092766 0.32965425930268 19.2839998245239 0.0260000005364418 0.744000017642975 -0.00300000002607703 2458326.891134 2458765.698090 0
 191 648 1 0 ZTF_r 618380420015 0 2.6465 305.531 4.67359 26.1309 3.2891e-06 0.020332 0.0769356 5.16737e-06 884 30. 0.056905 0.04227 20.4611 26.1309 3 2458372.8804282 648120200 -9.91278821333003 21.5701296145714 -0.511208273470007 0.975292727133488 10.3594907672642 37.5573850931124 0.277688729067742 1.04824076398723 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 192 648 1 0 ZTF_g 618407500015 0 2.6125 117.356 3.69774 26.2399 5.6441e-06 0.0265912 -0.0850907 8.90939e-06 879 30. 0.061327 0.042879 20.7516 26.2399 3 2458372.9075 648120100 17.9361487633037 19.7391881266134 1.01077551320038 1.00026764761068 19.5993220202246 33.3392990202593 0.59183381659242 1.05394145265927 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 193 648 1 0 ZTF_r 619324400015 0 1.9803 303.588 4.60718 26.1142 3.2217e-06 0.0201426 0.0878168 5.06228e-06 885 30. 0.054463 0.037619 20.6332 26.1142 3 2458373.8244097 648120200 13.3765844652013 19.1247078582296 0.778045916212916 0.916421391613681 -2.03720403534686 35.1637661189311 -0.0583249449105827 1.05512970424401 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 194 648 1 0 ZTF_r 619325330015 0 2.1098 303.537 4.59939 26.1146 3.0164e-06 0.0194669 0.0872769 4.74282e-06 882 30. 0.053941 0.037664 20.5943 26.1146 1 2458373.8253356 648120200 -51.7830496322844 17.4421265710563 -3.30250125211847 0.96488791157264 -75.232422547559 31.5980273939919 -2.39695713588464 1.05795099540794 0.328343327799193 19.2509998321533 0.0179999992251396 0.230000004172325 0.00100000004749745 2458273.930521 2458289.970046 0
 195 648 1 0 ZTF_g 619389010015 0 2.7958 116.511 3.6058 26.2312 6.5685e-06 0.0287573 -0.0847324 1.02812e-05 882 30. 0.064582 0.043297 20.6607 26.2312 1 2458373.8890162 648120100 30.1656416360746 19.566764933581 1.71493767304932 1.03264854233241 47.4202331613045 31.1380457547576 1.5331601583465 1.06268610390911 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
 196 648 1 0 ZTF_g 619389940015 0 2.5506 116.526 3.61298 26.2216 5.8456e-06 0.0272102 -0.070126 9.17114e-06 885 30. 0.062267 0.042053 20.7334 26.2216 3 2458373.8899421 648120100 9.13899045389711 18.3559580656373 0.553829350761369 0.999839741570277 -0.38431487624644 30.2786601829827 -0.0127780838620769 1.07121004724478 0.361259646257394 19.0949999809265 0.0179999992251396 0.41499999165535 0.00999999977648258 2458274.952523 2458292.946053 0
