 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 141 285 6 1 ZTF_r 912399272015 0 1.9524 430.554 7.2769 26.1567 1.5049e-06 0.0134172 0.086725 4.71138e-06 1958 30. 0.044137 0.050798 20.3166 26.1567 3 2458666.8992708 285120220 1.75540883033 26.641481 0.073295 1.014442 -95.85709793031 49.228977 -1.960282 1.044348 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 142 285 6 1 ZTF_r 912399722015 0 2.1331 430.839 7.30477 26.1573 1.2824e-06 0.0124126 0.0876773 4.01771e-06 1966 30. 0.046548 0.053605 20.2099 26.1573 3 2458666.8997222 285120220 6.75603643276 28.574358 0.263009 1.119712 53.74384014448 51.407089 1.052497 1.048364 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 143 285 6 1 ZTF_r 912400172015 0 1.9699 430.714 7.27213 26.1584 1.4225e-06 0.0130684 0.0850995 4.45301e-06 1963 30. 0.044455 0.056226 20.3026 26.1584 3 2458666.9001736 285120220 17.75879815582 26.690744 0.740129 0.918024 75.68955250906 49.851776 1.528518 1.044365 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 144 285 6 1 ZTF_r 912400622015 0 2.1797 429.841 7.40785 26.1531 1.3207e-06 0.0126709 0.0906439 4.12676e-06 1965 30. 0.047784 0.054834 20.1717 26.1531 3 2458666.900625 285120220 -15.67496591848 30.825333 -0.565658 0.940881 -69.54913060388 54.474747 -1.285321 1.052815 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 145 285 6 1 ZTF_r 912401072015 0 2.0481 429.013 7.35296 26.152 1.3116e-06 0.0125043 0.0906603 4.09881e-06 1957 30. 0.045538 0.056972 20.2681 26.152 3 2458666.9010764 285120220 54.74246620741 27.742542 2.194992 1.002668 103.77603046408 50.148129 2.083327 1.048795 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 146 285 6 1 ZTF_r 912401522015 0 2.0979 429.979 7.33743 26.1545 1.2642e-06 0.0122851 0.0876013 3.95566e-06 1961 30. 0.045953 0.056448 20.2478 26.1545 3 2458666.9015278 285120220 47.12562105115 30.420185 1.723257 0.885932 89.79971972106 54.452076 1.660259 1.049993 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 147 285 6 1 ZTF_r 912401972015 0 2.042 430.833 7.31405 26.1581 1.387e-06 0.0128614 0.0860157 4.34458e-06 1962 30. 0.04591 0.059952 20.2784 26.1581 3 2458666.9019792 285120220 -9.56531408688 29.705856 -0.358189 1.006202 1.85972365419 54.128933 0.034589 1.047966 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 148 285 6 1 ZTF_r 912402432015 0 2.1576 430.456 7.35622 26.1568 1.5517e-06 0.0135281 0.0893466 4.86746e-06 1955 30. 0.04523 0.056082 20.2531 26.1568 3 2458666.9024306 285120220 41.85222077956 27.770035 1.676474 1.050131 46.94969410893 49.738735 0.950284 1.049410 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 149 285 6 1 ZTF_r 912402882015 0 2.155 428.243 7.44136 26.1502 1.3744e-06 0.0128352 0.0901634 4.29099e-06 1955 30. 0.046892 0.060063 20.2094 26.1502 3 2458666.9028819 285120220 16.05756934842 30.299227 0.589526 1.064892 23.84260567897 53.710831 0.446897 1.051548 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 150 285 6 1 ZTF_r 912403792015 0 2.1555 428.718 7.38646 26.1519 1.3531e-06 0.0127892 0.08828 4.21868e-06 1961 30. 0.046636 0.054272 20.2162 26.1519 3 2458666.9037963 285120220 -1.12292769919 28.943659 -0.043157 0.980528 -12.14071061549 51.550705 -0.237096 1.050391 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 151 285 6 1 ZTF_r 912404242015 0 1.8912 432.001 7.3916 26.1497 1.5132e-06 0.0134294 0.0870136 4.73797e-06 1958 30. 0.044819 0.057948 20.3232 26.1497 3 2458666.9042477 285120220 -27.68417759577 28.125751 -1.094920 0.887237 -88.53912887295 52.275639 -1.705105 1.046136 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 152 285 6 1 ZTF_r 912404692015 0 1.9434 432.801 7.36788 26.152 1.3456e-06 0.01275 0.0865091 4.19781e-06 1956 30. 0.045034 0.053819 20.3049 26.152 3 2458666.9046991 285120220 -21.62683952538 26.862150 -0.895586 1.011534 51.22162739248 49.740601 1.036711 1.046401 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 153 285 6 1 ZTF_r 912405152015 0 2.0246 430.329 7.35299 26.1553 1.3581e-06 0.0127368 0.0886621 4.24933e-06 1955 30. 0.044537 0.052592 20.2729 26.1553 3 2458666.9051505 285120220 -16.74308521471 29.194597 -0.637952 0.932802 46.02065325255 53.098202 0.872546 1.049127 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 154 285 6 1 ZTF_r 912405602015 0 2.0181 429.047 7.34999 26.1528 1.3053e-06 0.0124796 0.0880267 4.08178e-06 1957 30. 0.04511 0.051341 20.2713 26.1528 3 2458666.9056019 285120220 10.83957439587 28.154642 0.428269 1.043893 31.31013245648 51.000938 0.618048 1.049028 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 155 285 6 1 ZTF_r 912406052015 0 1.7935 429.445 7.29089 26.1532 1.3378e-06 0.0126509 0.0887857 4.19179e-06 1959 30. 0.043522 0.051659 20.357 26.1532 3 2458666.9060532 285120220 -4.44104215065 26.017076 -0.189881 0.869860 3.17058890133 49.160679 0.064929 1.044446 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 156 285 6 1 ZTF_r 912406502015 0 1.9372 428.359 7.33839 26.1511 1.5129e-06 0.0134429 0.0875655 4.73461e-06 1958 30. 0.044588 0.051303 20.2985 26.1511 3 2458666.9065046 285120220 22.10386896618 26.219255 0.937784 1.043867 43.55398540244 48.256409 0.908632 1.047826 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 157 285 6 1 ZTF_r 912406952015 0 2.2206 428.702 7.35224 26.151 1.3911e-06 0.0129012 0.0907248 4.35234e-06 1959 30. 0.047447 0.055675 20.1901 26.151 3 2458666.906956 285120220 8.57745752916 28.729055 0.332118 1.119172 -2.8284204257 50.483078 -0.056404 1.054379 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 158 285 6 1 ZTF_r 912407402015 0 1.8983 431.58 7.31099 26.1517 1.2251e-06 0.0120376 0.0828219 3.83375e-06 1955 30. 0.0442 0.054343 20.3048 26.1517 3 2458666.9074074 285120220 -33.20193229688 27.076767 -1.364022 0.996768 -80.43911095963 50.436852 -1.605589 1.045299 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 159 285 6 1 ZTF_r 912407852015 0 1.8504 430.175 7.27724 26.1574 1.3446e-06 0.0127271 0.0860118 4.20448e-06 1962 30. 0.043082 0.053806 20.3455 26.1574 3 2458666.9078588 285120220 22.34786021182 26.028263 0.955093 0.932182 -19.21811787043 49.009148 -0.394774 1.043501 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 160 285 6 1 ZTF_r 912408312015 0 1.9094 429.7 7.31982 26.1567 1.405e-06 0.0129418 0.0836271 4.3958e-06 1956 30. 0.044339 0.054114 20.3201 26.1567 3 2458666.9083102 285120220 -36.67161758519 27.370604 -1.490392 0.901228 -95.59161298668 51.034084 -1.885709 1.044934 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 161 285 6 1 ZTF_r 912408762015 0 1.88 429.638 7.26749 26.155 1.3333e-06 0.0125847 0.0876171 4.16759e-06 1958 30. 0.04414 0.054412 20.3202 26.155 3 2458666.9087616 285120220 16.64336606849 25.298372 0.731818 1.098863 38.12895628567 47.201958 0.813224 1.043433 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 162 285 6 1 ZTF_r 912409212015 0 1.9824 428.247 7.35324 26.1508 1.2051e-06 0.0119362 0.0872821 3.78064e-06 1957 30. 0.045624 0.053384 20.2712 26.1508 3 2458666.909213 285120220 20.46568941973 26.753185 0.850953 1.026602 -25.96334140186 48.954353 -0.533930 1.047872 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 163 285 6 1 ZTF_r 912409662015 0 2.031 427.631 7.33098 26.1484 1.3443e-06 0.0126665 0.0892669 4.21007e-06 1960 30. 0.045752 0.052216 20.2653 26.1484 3 2458666.9096644 285120220 -5.80147143105 28.740692 -0.224541 0.956484 -64.48424390719 52.233154 -1.242861 1.048217 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 164 285 6 1 ZTF_r 912410112015 0 1.9788 428.843 7.27519 26.1533 1.5024e-06 0.0134592 0.0868157 4.70248e-06 1961 30. 0.04449 0.054489 20.3041 26.1533 3 2458666.9101157 285120220 -3.89783323536 28.403351 -0.152654 0.996566 -149.93968658409 52.313278 -2.885492 1.044904 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 165 285 6 1 ZTF_r 912410562015 0 2.1758 427.891 7.38203 26.151 1.4773e-06 0.0131784 0.0869723 4.63256e-06 1953 30. 0.046267 0.054187 20.2164 26.151 3 2458666.9105671 285120220 -35.66059187366 30.515903 -1.299922 1.015001 -24.65606399044 53.925068 -0.460308 1.053224 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 166 285 6 1 ZTF_r 912411012015 0 2.0993 429.609 7.32486 26.1546 1.3719e-06 0.0128795 0.0877047 4.28822e-06 1963 30. 0.045954 0.056979 20.2331 26.1546 3 2458666.9110185 285120220 -15.12616720773 30.686764 -0.548318 0.955243 -61.66149230166 55.061035 -1.127418 1.049679 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 167 285 6 1 ZTF_r 912411482015 0 2.1775 427.619 7.34169 26.1494 1.3689e-06 0.0127914 0.0884814 4.27662e-06 1956 30. 0.047848 0.057984 20.1986 26.1494 3 2458666.9114815 285120220 20.95122851055 33.379047 0.698217 0.913044 -46.08214708803 58.808567 -0.788873 1.050906 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 168 285 6 1 ZTF_r 912411932015 0 2.2409 426.899 7.45431 26.1467 1.3245e-06 0.0125341 0.0893218 4.14587e-06 1955 30. 0.047537 0.056596 20.1565 26.1467 3 2458666.9119329 285120220 0.92470841007 32.457470 0.031692 0.902378 -38.48765542632 56.454880 -0.686333 1.055034 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 169 285 6 1 ZTF_r 912412382015 0 2.2864 426.522 7.40537 26.1448 1.359e-06 0.012775 0.0911617 4.24305e-06 1960 30. 0.048306 0.057325 20.1696 26.1448 3 2458666.9123843 285120220 -42.26760155467 34.565903 -1.360237 0.904439 -37.9445909965 59.980583 -0.636875 1.057243 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 170 285 6 1 ZTF_r 912412832015 0 2.3016 427.735 7.44663 26.1454 1.4201e-06 0.0130205 0.0935991 4.44683e-06 1958 30. 0.049995 0.05947 20.1455 26.1454 3 2458666.9128356 285120220 4.77794014785 31.793051 0.167172 0.963432 -22.11505979986 54.628544 -0.407553 1.056258 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 171 285 6 1 ZTF_r 912413282015 0 2.1289 428.44 7.34682 26.1513 1.3018e-06 0.0125203 0.0891275 4.06014e-06 1958 30. 0.047316 0.058589 20.2074 26.1513 3 2458666.913287 285120220 12.43230381706 30.001743 0.460957 1.069341 33.45686012214 53.324638 0.631644 1.051438 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 172 285 6 1 ZTF_r 912413732015 0 2.0202 429.316 7.30204 26.1538 1.3768e-06 0.012805 0.0869234 4.31434e-06 1957 30. 0.044884 0.057867 20.2605 26.1538 3 2458666.9137384 285120220 -9.76066296479 28.069614 -0.386810 0.967311 84.00788704735 51.472820 1.643075 1.046859 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 173 285 6 1 ZTF_r 912414182015 0 2.0779 426.268 7.34122 26.147 1.5975e-06 0.0138075 0.0866681 4.99172e-06 1955 30. 0.047316 0.069201 20.2446 26.147 3 2458666.9141898 285120220 41.02494004118 31.660511 1.441401 0.896420 3.10322361044 56.530880 0.055264 1.049075 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 174 285 6 1 ZTF_r 912414642015 0 2.214 428.004 7.41078 26.1507 1.4144e-06 0.0129503 0.0865879 4.43037e-06 1959 30. 0.048077 0.063063 20.1796 26.1507 3 2458666.9146412 285120220 16.46486568632 29.547989 0.619848 1.094772 13.13618106474 51.782452 0.255389 1.054124 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 175 285 6 1 ZTF_r 912415092015 0 2.4728 427.638 7.51406 26.1512 1.9304e-06 0.015125 0.0843153 6.04325e-06 1956 30. 0.051818 0.064919 20.0566 26.1512 3 2458666.9150926 285120220 -22.07334983365 34.855465 -0.704453 0.968323 -46.28526607 57.801479 -0.806156 1.064045 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 176 285 6 1 ZTF_r 912415542015 0 2.3231 427.715 7.42826 26.1483 1.5734e-06 0.013817 0.0897739 4.91298e-06 1961 30. 0.049166 0.06283 20.1045 26.1483 3 2458666.915544 285120220 -44.88948531641 32.337284 -1.544173 0.999738 36.55854012884 55.841671 0.659091 1.054761 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 177 285 6 1 ZTF_r 912415992015 0 2.1747 427.049 7.42482 26.1468 1.3842e-06 0.0128301 0.0899305 4.33641e-06 1958 30. 0.048271 0.065774 20.2032 26.1468 3 2458666.9159954 285120220 12.65305938511 31.357481 0.448858 0.943865 -45.47819076859 55.170055 -0.829879 1.053307 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 178 285 6 1 ZTF_r 912416442015 0 2.0571 431.529 7.37981 26.1477 1.3653e-06 0.0128009 0.0885896 4.26423e-06 1959 30. 0.045532 0.053719 20.239 26.1477 3 2458666.9164468 285120220 4.93361837863 25.574120 0.214595 1.135311 49.26338129263 46.412415 1.068576 1.047207 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 179 285 6 1 ZTF_r 912416892015 0 2.4501 427.503 7.53383 26.1484 1.4998e-06 0.0133907 0.0904984 4.6876e-06 1956 30. 0.050046 0.065624 20.0578 26.1484 3 2458666.9168981 285120220 9.77887429905 33.455223 0.325147 1.058518 -10.2115148599 55.813046 -0.184192 1.062194 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 180 285 6 1 ZTF_r 912417342015 0 2.023 427.455 7.36357 26.1484 1.5738e-06 0.0137489 0.0893065 4.91983e-06 1956 30. 0.045139 0.059892 20.2518 26.1484 3 2458666.9173495 285120220 41.29958256794 29.709629 1.546334 0.968711 78.63624337653 54.171700 1.461388 1.046843 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 181 285 6 1 ZTF_r 912417802015 0 2.4235 425.558 7.49451 26.1438 1.883e-06 0.0150134 0.0890868 5.89106e-06 1957 30. 0.050595 0.078548 20.1011 26.1438 3 2458666.9178009 285120220 -10.45750135823 35.896709 -0.324062 0.962139 -33.94956274165 60.017426 -0.569472 1.062778 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 182 285 6 1 ZTF_r 912418252015 0 2.0523 428.179 7.34893 26.1496 1.5764e-06 0.0137242 0.0883935 4.9351e-06 1958 30. 0.045431 0.055961 20.2659 26.1496 3 2458666.9182523 285120220 -61.8182473908 29.719732 -2.313804 0.934673 -111.87079575412 53.790352 -2.093763 1.048459 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 183 285 6 1 ZTF_r 912418702015 0 2.2666 427.736 7.45622 26.1491 1.5115e-06 0.0134895 0.089531 4.71761e-06 1956 30. 0.048553 0.059696 20.1403 26.1491 3 2458666.9187037 285120220 12.4226416875 33.027748 0.418398 0.866173 29.04175610174 57.692009 0.506783 1.053625 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 184 285 6 1 ZTF_r 912419152015 0 2.0235 426.584 7.40732 26.1463 1.2576e-06 0.0123098 0.0880496 3.93124e-06 1960 30. 0.044827 0.056072 20.2653 26.1463 3 2458666.9191551 285120220 -55.05331205401 28.665007 -2.136418 0.986315 -64.82107135495 52.586079 -1.240968 1.047255 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 185 285 6 1 ZTF_r 912419602015 0 2.2817 428.113 7.37852 26.1514 1.2677e-06 0.0123439 0.087039 3.96033e-06 1957 30. 0.049203 0.058385 20.126 26.1514 3 2458666.9196065 285120220 19.35712726114 33.605930 0.640737 0.900246 29.04591111747 58.693344 0.498209 1.051065 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 186 285 6 1 ZTF_r 915398812015 0 1.9206 431.36 6.91449 26.1628 1.4229e-06 0.0132778 0.0848819 4.44421e-06 2014 30. 0.049695 0.055062 20.3457 26.1628 1 2458669.8988194 285120220 -8.58365233143 26.271906 -0.363442 0.934241 -16.93623945286 49.705719 -0.343025 1.038176 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 187 285 6 1 ZTF_g 915439342015 0 2.7822 263.012 5.54146 26.0163 3.3686e-06 0.0203918 -0.0732952 1.05974e-05 2003 30. 0.067029 0.075624 20.0875 26.0163 1 2458669.9393403 285120120 -8.79960650071 27.667425 -0.353793 0.997899 -6.17560295876 44.390430 -0.140057 1.053806 0.20156761177043 19.3259999275208 0.0370000004768372 1.43799996376038 -0.046000000089407 2458236.000810 2458636.979826 0
 188 285 6 1 ZTF_g 919313422015 0 2.4117 273.754 5.7348 26.0417 2.4059e-06 0.0172752 -0.0399291 7.54592e-06 1996 30. 0.057626 0.065105 20.2583 26.0417 1 2458673.8134259 285120120 4.90457175896 26.974985 0.202253 0.888044 64.09554978447 45.249214 1.426041 1.057590 0.20156761177043 19.3259999275208 0.0370000004768372 1.43799996376038 -0.046000000089407 2458236.000810 2458636.979826 0
 189 285 6 1 ZTF_r 923312322015 0 1.5946 420.032 14.3093 26.1097 3.005e-06 0.0193161 0.0806172 9.38978e-06 2012 30. 0.051452 0.064473 19.6617 26.1097 1 2458677.8123264 285120220 -21.55925316284 51.152779 -0.468834 0.899862 -38.71250505116 101.856133 -0.382630 1.032751 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 190 285 6 1 ZTF_g 923316012015 0 1.8027 272.859 14.9489 26.0449 2.8077e-06 0.0187372 -0.0564351 8.79139e-06 2006 30. 0.052685 0.064824 19.4372 26.0449 1 2458677.8160185 285120120 -57.12814739959 53.163025 -1.195350 0.957497 -169.35218628173 104.669090 -1.628874 1.036303 0.20156761177043 19.3259999275208 0.0370000004768372 1.43799996376038 -0.046000000089407 2458236.000810 2458636.979826 0
 191 285 6 1 ZTF_r 936355372015 0 1.6395 377.623 8.83029 26.0188 2.0761e-06 0.0160615 0.0787238 6.49662e-06 2014 30. 0.04992 0.058167 20.0715 26.0188 1 2458690.8553704 285120220 0.87643372107 30.011187 0.032486 0.878953 18.84881713215 61.517487 0.308461 1.026012 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 192 285 6 1 ZTF_r 936356272015 0 1.657 376.27 8.81468 26.0158 1.9902e-06 0.0156942 0.077512 6.22012e-06 2013 30. 0.047913 0.055623 20.0663 26.0158 3 2458690.8562731 285120220 -1.42027281433 27.045773 -0.058415 0.974329 -88.90427658212 54.776119 -1.633979 1.027169 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 193 285 6 1 ZTF_r 939335322015 0 2.1668 398.03 8.58045 26.0786 3.8389e-06 0.0215133 0.0899365 1.20936e-05 2001 30. 0.055035 0.061805 19.9289 26.0786 1 2458693.8353241 285120220 41.52531303597 34.219345 1.349883 0.963362 134.41335233854 61.272846 2.208460 1.046757 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 194 285 6 1 ZTF_r 939336222015 0 2.5551 394.203 9.23098 26.0736 6.7696e-06 0.0286587 0.082576 2.13066e-05 1996 30. 0.061948 0.071436 19.7488 26.0736 3 2458693.8362269 285120220 2.0446353474 43.237324 0.052603 0.997731 -51.99196711016 70.255196 -0.745029 1.063181 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 195 285 6 1 ZTF_g 940313622015 0 2.1531 279.253 5.30564 26.0577 2.2991e-06 0.0167401 -0.0483116 7.23771e-06 2005 30. 0.06073 0.058703 20.4253 26.0577 3 2458694.8136227 285120120 -11.84790859122 22.762459 -0.578998 0.935400 19.8005521421 40.276592 0.494925 1.043949 0.20156761177043 19.3259999275208 0.0370000004768372 1.43799996376038 -0.046000000089407 2458236.000810 2458636.979826 0
 196 285 6 1 ZTF_g 952249352015 0 1.813 279.892 16.7529 26.0609 3.3581e-06 0.0204166 -0.0497881 1.04746e-05 1998 30. 0.040876 0.048842 19.3355 26.0609 1 2458706.7493519 285120120 -1.40450398156 61.255657 -0.025505 0.953420 -162.57095327618 119.765007 -1.366558 1.039360 0.20156761177043 19.3259999275208 0.0370000004768372 1.43799996376038 -0.046000000089407 2458236.000810 2458636.979826 0
 197 285 6 1 ZTF_g 956219012015 0 2.1097 289.627 24.9009 26.0994 7.35e-06 0.0301873 -0.0487253 2.30102e-05 1997 30. 0.043394 0.061812 18.8053 26.0994 1 2458710.7190162 285120120 -20.77521737631 114.136925 -0.202476 0.935850 -249.64796757491 206.924179 -1.214596 1.050537 0.20156761177043 19.3259999275208 0.0370000004768372 1.43799996376038 -0.046000000089407 2458236.000810 2458636.979826 0
 198 285 6 1 ZTF_r 961332362015 0 2.2115 407.992 12.3503 26.1102 1.844e-06 0.0151415 0.0817128 5.77766e-06 2020 30. 0.049108 0.064536 19.515 26.1102 1 2458715.8323611 285120220 -3.80799376944 54.476295 -0.077758 0.943834 -33.11532239836 98.081573 -0.339904 1.045080 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 199 285 6 1 ZTF_g 968240982015 0 2.7441 260.257 6.72132 26.0179 4.3607e-06 0.0232294 -0.0988952 1.36462e-05 2007 30. 0.059467 0.071916 19.9139 26.0179 1 2458722.7409838 285120120 -31.51997830525 31.013414 -1.130553 1.009382 -77.62616233049 51.237015 -1.525245 1.043144 0.20156761177043 19.3259999275208 0.0370000004768372 1.43799996376038 -0.046000000089407 2458236.000810 2458636.979826 0
 200 285 6 1 ZTF_r 968304432015 0 2.0037 378.138 9.62638 26.0324 1.8512e-06 0.0151904 0.0751779 5.77972e-06 2012 30. 0.055588 0.062965 19.7869 26.0324 1 2458722.8044329 285120220 32.68621748007 35.419022 1.026557 1.028549 -5.6005003082 68.775948 -0.081980 1.031654 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
 201 285 6 1 ZTF_g 971167522015 0 3.4449 261.166 6.78628 26.0104 4.4858e-06 0.0233656 -0.077977 1.41065e-05 2000 30. 0.079161 0.088165 19.7073 26.0104 1 2458725.6675231 285120120 102.67440851139 41.928879 2.723979 1.109902 98.33455213371 56.557484 1.750376 1.143348 0.20156761177043 19.3259999275208 0.0370000004768372 1.43799996376038 -0.046000000089407 2458236.000810 2458636.979826 0
 202 285 6 1 ZTF_g 983146872015 0 2.5889 269.655 21.512 26.0538 8.4175e-06 0.0321836 -0.0849573 2.64548e-05 1997 30. 0.050483 0.06469 18.7224 26.0538 1 2458737.646875 285120120 55.39260670523 102.374123 0.601889 0.905606 45.13877078173 173.073547 0.262563 1.046140 0.20156761177043 19.3259999275208 0.0370000004768372 1.43799996376038 -0.046000000089407 2458236.000810 2458636.979826 0
 203 285 6 1 ZTF_g 994203402015 0 2.7876 156.597 9.08697 25.4397 1.66638e-05 0.045451 -0.0498485 5.20363e-05 1992 30. 0.070866 0.089534 18.9692 25.4397 1 2458748.7034028 285120120 -45.11085308303 49.225769 -1.019397 0.976407 5.67171964189 76.822617 0.074326 1.063220 0.20156761177043 19.3259999275208 0.0370000004768372 1.43799996376038 -0.046000000089407 2458236.000810 2458636.979826 0
 204 285 6 1 ZTF_r 997126582015 0 2.9149 385.104 9.89922 26.0519 3.8894e-06 0.0219231 0.0796236 1.21733e-05 2011 30. 0.07755 0.084681 19.4926 26.0519 1 2458751.6265856 285120220 11.0017117261 55.127811 0.221996 0.937606 29.29872341212 83.064026 0.355100 1.076295 0.193990927576558 19.4520000457764 0.0329999998211861 0.816999971866608 -0.0740000009536743 2458249.986042 2458365.688669 0
